itemLabel,birthplaceLabel,birthdate,coord,deathplaceLabel,praenomenLabel,gensLabel,cognomenLabel,fatherLabel,motherLabel
Lucius Pinarius Mamercinus,ancient Rome,-0450-01-01T00:00:00Z,Point(12.48 41.89),t2126927375,Lucius,Pinaria gens,Mamercinus,Lucius Pinarius Mamercinus Rufus,t2126927374
Pupius,ancient Rome,,Point(12.48 41.89),t2163695571,t2163695578,Pupia gens,,t2163695577,t2163695570
Marcus Valerius Messalla,ancient Rome,-0080-01-01T00:00:00Z,Point(12.48 41.89),t2259628035,Marcus,Valeria gens,,Marcus Valerius Messalla Rufus,t2259628027
Remus,Alba Longa,-0770-01-01T00:00:00Z,Point(12.65026 41.74691),Rome,,,,Mars,Rhea Silvia
Agripa Furius Fusus,Rome,-0450-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2146596731,Agrippa,Furia gens,Fusus,t2146596729,t2146596732
Lucius Valerius Potitus,Rome,-0500-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2125334696,Lucius,Valeria gens,,Lucius Valerius Poplicola Potitus,t2125334692
Lucius Valerius Potitus,Rome,-0500-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2125334700,Lucius,Valeria gens,,Lucius Valerius Poplicola Potitus,t2125334692
Lucius Valerius Potitus,Rome,-0500-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2125334696,Lucius,Valeria gens,,Lucius Valerius Poplicola Potitus,t2125334698
Lucius Valerius Potitus,Rome,-0500-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2125334700,Lucius,Valeria gens,,Lucius Valerius Poplicola Potitus,t2125334698
Marcus Valerius Lactucinus Maximus,Rome,-0500-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2125338844,Marcus,Valeria gens,,Marcus Valerius Lactuca Maximus,t2125338845
Marcus Trebonius,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2248122021,Marcus,Trebonia gens,,Gnaeus Trebonius,t2248122020
Marcus Veturius Crassus Cicurinus,ancient Rome,-0450-01-01T00:00:00Z,Point(12.48 41.89),t2164146982,Marcus,Veturia gens,Cicurinus,t2164146983,t2164146981
Marcus Veturius Crassus Cicurinus,ancient Rome,-0450-01-01T00:00:00Z,Point(12.48 41.89),t2164146982,Marcus,Veturia gens,Crassus,t2164146983,t2164146981
Titus Annius Luscus,ancient Rome,-0200-01-01T00:00:00Z,Point(12.48 41.89),t2205724859,Titus,Annia gens,,Titus Annius Luscus,t2205724858
Alexander of Bergamo,Rome,0201-01-01T00:00:00Z,Point(12.482777777 41.893055555),Bergamo,,,,,
Quintus Baebius Tamphilus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2162489495,Quintus,Baebia gens,,,
Lucius Aemilius Papus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2119176582,Lucius,Aemilia gens,,Quintus Aemilius Papus,t2119176594
Publius Cornelius Lentulus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),Rome,Publius,Cornelia gens,Lentulus,Lucius Cornelius Lentulus,t2230820741
Quintus Marcius Rex,ancient Rome,-0150-01-01T00:00:00Z,Point(12.48 41.89),t2153651882,Quintus,Marcia gens,Rex,Quintus Marcius Rex,t2153651883
Lucius Manlius Vulso Longus,ancient Rome,-0250-01-01T00:00:00Z,Point(12.48 41.89),t2124624079,Lucius,Manlia gens,Longus,t2124624075,t2124624080
Lucius Manlius Vulso Longus,ancient Rome,-0250-01-01T00:00:00Z,Point(12.48 41.89),t2124624079,Lucius,Manlia gens,Vulso,t2124624075,t2124624080
Favorinus,Arles,0085-01-01T00:00:00Z,Point(4.628611111 43.676944444),Rome,,,,,
Favorinus,Arles,0085-01-01T00:00:00Z,Point(4.628611111 43.676944444),Rome,,,,,
Gnaeus Papirius Carbo,ancient Rome,-0200-01-01T00:00:00Z,Point(12.48 41.89),t2191208547,Gnaeus,Papiria gens,,Gaius Papirius Carbo,t2191208542
Gnaeus Servilius Geminus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),Cannae,Gnaeus,Servilia gens,,Publius Servilius Geminus,t2249570082
Gaius Considius Longus,ancient Rome,-0100-01-01T00:00:00Z,Point(12.48 41.89),t2119176404,Gaius,Considia gens,,t2119176402,t2119176401
Servius Sulpicius Galba,Rome,-0189-01-01T00:00:00Z,Point(12.482777777 41.893055555),Rome,Servius,Sulpicia gens,,Servius Sulpicius Galba,t2267367599
Titus Calpurnius Siculus,Rome,0100-01-01T00:00:00Z,Point(12.482777777 41.893055555),,Titus,Calpurnia gens,,,
Antipas of Pergamum,Pergamon,0100-01-01T00:00:00Z,Point(27.183333 39.116667),Ephesus,,,,,
Gaius Dillius Vocula,Córdoba,0100-01-01T00:00:00Z,Point(-4.766666666 37.883333333),,Gaius,,,,
Lucius Aelius Stilo Praeconinus,Lanuvio,-0153-01-01T00:00:00Z,Point(12.7 41.683333333),t2197993358,Lucius,Aelia gens,,t2197993354,t2197993355
Quintus Fufius Calenus,ancient Rome,-0050-01-01T00:00:00Z,Point(12.48 41.89),t2245353418,Quintus,Fufia gens,Calenus,Quintus Fufius Calenus,t2245353416
Servius Fulvius Flaccus,ancient Rome,-0200-01-01T00:00:00Z,Point(12.48 41.89),t2119198431,Servius,Fulvia gens,,Quintus Fulvius Flaccus,t2119198430
Quintus Petronius Didius Severus,Milan,0150-01-01T00:00:00Z,Point(9.19 45.466944444),,Quintus,Didia gens,,,
Servius Cornelius Cossus,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2237074261,Servius,Cornelia gens,Cossus,t2237074249,t2237074263
Birillus,Antioch on the Orontes,0100-01-01T00:00:00Z,Point(36.181666666 36.204722222),,,,,,
Lucius Cincius Alimentus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2114234613,Lucius,Cincia gens,Q99895922,Q99896748,t2114234608
Gnaeus Cornelius Lentulus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),Rome,Gnaeus,Cornelia gens,,Lucius Cornelius Lentulus Caudinus,t2230798219
Domitius Afer,Nemausus,-0015-01-01T00:00:00Z,Point(4.36083333 43.83777778),Rome,Gnaeus,Domitia gens,Afer,,
Bellienus,ancient Rome,t2135493529,Point(12.48 41.89),t2135493530,t2135493524,Belliena gens,,t2135493526,t2135493531
Calpurnia,ancient Rome,-0150-01-01T00:00:00Z,Point(12.48 41.89),Rome,t2131502089,Calpurnia gens,,Lucius Calpurnius Bestia,t2131502095
Gaius Atinius Labeo,ancient Rome,,Point(12.48 41.89),t2163697236,Gaius,Antistia gens,Labeo,t2163697240,t2163697243
Marcus Valerius Messalla,Rome,-0300-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2119196640,Marcus,Valeria gens,,Marcus Valerius Messalla,t2119196620
Publius Aelius Ligus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2119196662,Publius,Aelia gens,,t2119196661,t2119196663
Marcus Valerius Messalla,ancient Rome,-0250-01-01T00:00:00Z,Point(12.48 41.89),t2164120932,Marcus,Valeria gens,,Manius Valerius Maximus Messalla,t2164120935
Spurius Servilius Priscus,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2125441032,Spurius,Servilia gens,,t2125441029,t2125441034
Marcellinus of Carthage,Toledo,0350-01-01T00:00:00Z,Point(-4.033333333 39.866666666),Carthage,,Flavia gens,,,
Epenetus of Carthage,Ephesus,0001-01-01T00:00:00Z,Point(27.348611 37.939722),Carthage,,,,,
Lucius Postumius Albinus Megellus,ancient Rome,-0305-01-01T00:00:00Z,Point(12.48 41.89),t2119196857,Lucius,Postumia gens,,Lucius Postumius Megellus,t2119196879
Gaius Trebonius,ancient Rome,-0089-01-01T00:00:00Z,Point(12.48 41.89),İzmir,Gaius,Trebonia gens,,t2248771983,t2248771981
Lucius Calpurnius Piso Frugi,ancient Rome,-0176-01-01T00:00:00Z,Point(12.48 41.89),t2219751400,Lucius,Calpurnia gens,Piso,Lucius Calpurnius Piso,t2219751408
Lucius Calpurnius Piso Frugi,ancient Rome,-0176-01-01T00:00:00Z,Point(12.48 41.89),t2219751400,Lucius,Calpurnia gens,Frugi,Lucius Calpurnius Piso,t2219751408
Manius Acilius Glabrio,ancient Rome,-0200-01-01T00:00:00Z,Point(12.48 41.89),t2184340624,Manius,Acilia gens,,Manius Acilius Glabrio,t2184340627
Licinius Macer Calvus,Rome,-0081-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2259779720,Gaius,Licinia gens,Calvus,Gaius Licinius Macer,t2259779723
Lucius Cassius Longinus,ancient Rome,-0150-01-01T00:00:00Z,Point(12.48 41.89),t2119176216,Lucius,Cassia gens,,Lucius Cassius Longinus Ravilla,t2119176220
Publius Valerius Laevinus,ancient Rome,-0350-01-01T00:00:00Z,Point(12.48 41.89),t2164137348,Publius,Valeria gens,Laevinus,t2164137350,t2164137349
Theodorus of Asine,Asine,0275-01-01T00:00:00Z,Point(22.8743 37.5275),,,,,,
Lucius Cornelius Sisenna,ancient Rome,-0118-01-01T00:00:00Z,Point(12.48 41.89),Crete,Lucius,Cornelia gens,,t2230190746,t2230190748
Lucius Calpurnius Piso,ancient Rome,-0046-01-01T00:00:00Z,Point(12.48 41.89),t2236344900,Lucius,Calpurnia gens,Piso,Lucius Calpurnius Piso Caesoninus,Rutilia
Marcus Claudius Marcellus,ancient Rome,-0238-01-01T00:00:00Z,Point(12.48 41.89),Rome,Marcus,Claudia gens,,Marcus Claudius Marcellus,t2243758779
Titus Clodius Eprius Marcellus,Capua,0100-01-01T00:00:00Z,Point(14.213888888 41.105555555),,Titus,Clodia gens,,,
Gaius Claudius Marcellus Maior,ancient Rome,-0050-01-01T00:00:00Z,Point(12.48 41.89),t2243758752,Gaius,Claudia gens,,Marcus Claudius Marcellus,t2243758748
Quintus Fulvius Flaccus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2119180050,Quintus,Fulvia gens,,Marcus Fulvius Flaccus,t2119180051
Lucius Licinius Crassus,Rome,-0139-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2207530659,Lucius,Licinia gens,,t2207530656,t2207530655
Aulus Verginius,ancient Rome,t2135461354,Point(12.48 41.89),t2135461356,Aulus,Verginia gens,,t2135461363,t2135461383
Aulus Verginius,ancient Rome,,Point(12.48 41.89),t2163704982,Aulus,Verginia gens,,t2163704980,t2163704983
Publius Cornelius Lentulus Caudinus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2230892129,Publius,Cornelia gens,Caudinus,Publius Cornelius Lentulus Caudinus,t2230892132
Publius Cornelius Lentulus Caudinus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2230892129,Publius,Cornelia gens,Lentulus,Publius Cornelius Lentulus Caudinus,t2230892132
Lucius Sextius Lateranus,Rome,-0450-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2127992268,Lucius,Sextia gens,Lateranus,t2127992265,t2127992270
Gaius Rutilius Gallicus,Turin,0024-01-01T00:00:00Z,Point(7.7 45.066666666),,Gaius,Rutilia gens,,,
Tiberius Aemilius Mamercinus,ancient Rome,-0400-01-01T00:00:00Z,Point(12.48 41.89),t2124973014,Tiberius,Aemilia gens,,t2124973015,t2124973009
Lucius Cornelius Lentulus,ancient Rome,-0131-01-01T00:00:00Z,Point(12.48 41.89),t2230824150,Lucius,Cornelia gens,Lentulus,Lucius Cornelius Lentulus,t2230824139
Lucius Laberius Maximus,Lanuvio,0100-01-01T00:00:00Z,Point(12.7 41.683333333),,Lucius,,,,
Lucius Laberius Maximus,Lanuvium,0100-01-01T00:00:00Z,Point(12.69758 41.67469),,Lucius,,,,
Volcatius Sedigitus,Gaul,-0100-01-01T00:00:00Z,Point(2.9 46.5),t2258387421,t2258387427,Volcatia gens,,t2258387426,t2258387425
Titus Tatius,Cures,-0800-01-01T00:00:00Z,Point(12.686649 42.182513),Lavinium,Titus,Tatia  gens,,t2228637722,t2228637724
Lucius Aemilius Mamercinus Privernas,Rome,-0350-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2164137574,Lucius,Aemilia gens,,t2164137575,t2164137569
Titus Terrasidius,ancient Rome,,Point(12.48 41.89),t2119204208,Titus,Terrasidia  gens,,t2119204201,t2119204190
Aulus Terentius Varro,ancient Rome,,Point(12.48 41.89),t2259414425,Aulus,Terentia gens,Varro,t2259414432,t2259414424
Servilia,ancient Rome,,Point(12.48 41.89),t2148277155,,Servilia gens,,Gnaeus Servilius Caepio,t2148277156
Spurius Licinius,ancient Rome,,Point(12.48 41.89),t2266196044,Spurius,Licinia gens,,t2266196065,t2266196059
Lucius Plautius Venox,ancient Rome,-0350-01-01T00:00:00Z,Point(12.48 41.89),t2164138735,Lucius,Plautia gens,,t2164138738,t2164138736
Aulus Baebius,ancient Rome,-0200-01-01T00:00:00Z,Point(12.48 41.89),t2126613007,Aulus,Baebia gens,,t2126613006,t2126613020
Aulus Cornelius Mammula,ancient Rome,-0250-01-01T00:00:00Z,Point(12.48 41.89),t2164121511,Aulus,Cornelia gens,Mammula,t2164121508,t2164121510
Aulus Gabinius,ancient Rome,,Point(12.48 41.89),t2163696804,Aulus,Gabinia gens,,t2163696806,t2163696800
Aulus Gabinius,ancient Rome,,Point(12.48 41.89),t2163825242,Aulus,Gabinia gens,,t2163825234,t2163825246
Licinius Nerva,ancient Rome,t2184492868,Point(12.48 41.89),t2184492870,Aulus,Licinia gens,Nerva,Aulus Licinius Nerva,t2184492864
Aulus Manlius,ancient Rome,,Point(12.48 41.89),t2163696864,Aulus,Manlia gens,,t2163696861,t2163696859
Aulus Nonius,ancient Rome,,Point(12.48 41.89),t2163696884,Aulus,Nonia gens,,t2163696887,t2163696880
Sextus Palpellius Hister,Pula,-0050-01-01T00:00:00Z,Point(13.833333333 44.866666666),,Sextus,,,,
Sextus Pompilius,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2124070764,Sextus,Pompilia gens,,t2124070760,t2124070762
Sextus Titius,ancient Rome,t2120682122,Point(12.48 41.89),t2120682115,Sextus,Titia gens,,t2120682114,t2120682118
Quintus Mucius Scaevola Augur,ancient Rome,-0158-01-01T00:00:00Z,Point(12.48 41.89),Rome,Quintus,Mucia gens,,Quintus Mucius Scaevola,t2258979291
Quintus Calpurnius Piso,ancient Rome,-0179-01-01T00:00:00Z,Point(12.48 41.89),t2124973172,Quintus,Calpurnia gens,Piso,Gaius Calpurnius Piso,t2124973171
Mamercus Aemilius Mamercinus,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2025490679,Mamercus,Aemilia gens,Mamercinus,Marcus Aemilius,t2025490682
Ablabius,Crete,0300-01-01T00:00:00Z,Point(24.893333333 35.309722222),Bithynia,t2182094852,t2182094854,,,
Gaius Calpurnius Piso,ancient Rome,-0109-01-01T00:00:00Z,Point(12.48 41.89),t2144980295,Gaius,Calpurnia gens,Piso,t2144980296,t2144980298
Gaius Calpurnius Piso,ancient Rome,-0250-01-01T00:00:00Z,Point(12.48 41.89),t2125294856,Gaius,Calpurnia gens,Piso,Gaius Calpurnius,t2125294857
Gaius Carrinas,ancient Rome,-0100-01-01T00:00:00Z,Point(12.48 41.89),t2246975773,Gaius,Carrinatia  gens,,Gaius Carrinas,t2246975774
Gaius Servilius Glaucia,ancient Rome,-0101-01-01T00:00:00Z,Point(12.48 41.89),Rome,Gaius,Servilia gens,Glaucia,t2182085837,t2182085838
Gaius Sulpicius Longus,ancient Rome,-0350-01-01T00:00:00Z,Point(12.48 41.89),t2264247481,Gaius,Sulpicia gens,,t2264247479,t2264247476
Gaius Sulpicius Paterculus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2122431327,Gaius,Sulpicia gens,Paterculus,t2122431323,t2122431326
Gaius Titius,ancient Rome,,Point(12.48 41.89),t2265769022,Gaius,Titia gens,,t2265769015,t2265769019
Gaius Valerius Flaccus,ancient Rome,-0150-01-01T00:00:00Z,Point(12.48 41.89),t2164104777,Gaius,Valeria gens,,t2164104778,t2164104796
Photinus of Sirmium,Galatia,0300-01-01T00:00:00Z,Point(32.983333 39.266667),Galatia,,,,,
Lucius Hortensius,ancient Rome,-0250-01-01T00:00:00Z,Point(12.48 41.89),t2164122467,Lucius,Hortensia gens,,t2164122469,t2164122466
Publius Mucius Scaevola,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2259727941,Publius,Mucia gens,,Quintus Mucius Scaevola,t2259727943
Marciana of Mauretania,Dellys,0250-01-01T00:00:00Z,Point(3.883333 36.916667),Caesarea of Mauretania,,,,,
Severus of Barcelona,Barcelona,0201-01-01T00:00:00Z,Point(2.176944444 41.3825),Barcelona,,,,,
Titus Sextius,ancient Rome,,Point(12.48 41.89),t2163695833,Titus,Sextia gens,,t2163695840,t2163695836
Lucius Junius Pullus,ancient Rome,-0250-01-01T00:00:00Z,Point(12.48 41.89),Rome,Lucius,Junia gens,,t2119201332,t2119201333
Just of Lyon,Tournon-sur-Rhône,0301-01-01T00:00:00Z,Point(4.832777777 45.067222222),Wadi El Natrun,,,,,
Gaius Julius Victor,Gaul,,Point(2.9 46.5),,Gaius,Julia gens,Victor,,
Lucius Papirius Mugillanus,Rome,-0450-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2164144595,Lucius,Papiria gens,,t2164144593,t2164144596
Marcus Claudius Marcellus,ancient Rome,-0208-01-01T00:00:00Z,Point(12.48 41.89),Mediterranean Sea,Marcus,Claudia gens,,Marcus Claudius Marcellus,t2243758751
Lucius Caecilius Metellus Denter,ancient Rome,-0400-01-01T00:00:00Z,Point(12.48 41.89),Arezzo,Lucius,Caecilia gens,Metellus,t2255359814,t2255359817
Quintus Caecilius Metellus Creticus,ancient Rome,-0200-01-01T00:00:00Z,Point(12.48 41.89),t2251677751,Quintus,Caecilia gens,Creticus,Gaius Caecilius Metellus Caprarius,t2251677759
Quintus Caecilius Metellus Creticus,ancient Rome,-0200-01-01T00:00:00Z,Point(12.48 41.89),t2251677751,Quintus,Caecilia gens,Metellus,Gaius Caecilius Metellus Caprarius,t2251677759
Publius Ventidius Bassus,Ascoli Piceno,-0150-01-01T00:00:00Z,Point(13.575277777 42.854722222),t2232828818,Publius,Ventidia gens,,t2232828817,t2232828819
Lucius Cornelius Lentulus Crus,ancient Rome,-0050-01-01T00:00:00Z,Point(12.48 41.89),Egypt,Lucius,Cornelia gens,Lentulus,t2119175225,t2119175217
Julia Iotapa,Commagene,0010-01-01T00:00:00Z,Point(38.5 37.55),,,Julia gens,,Antiochus III of Commagene,Iotapa of Commagene
Gaius Atilius Regulus Serranus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2126995437,Gaius,Atilia gens,Regulus,Marcus Atilius Regulus,t2126995438
Gaius Atilius Regulus Serranus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2126995437,Gaius,Atilia gens,Serranus,Marcus Atilius Regulus,t2126995438
Veturia,ancient Rome,,Point(12.48 41.89),t2148719583,,Veturia gens,,t2148719586,t2148719585
Marcus Fulvius Curvus Paetinus,ancient Rome,-0400-01-01T00:00:00Z,Point(12.48 41.89),t2119198468,Marcus,Fulvia gens,,t2119198467,t2119198470
Spurius Nautius Rutilus,ancient Rome,-0350-01-01T00:00:00Z,Point(12.48 41.89),t2164138862,Spurius,Nautia gens,,t2164138861,t2164138865
Sextus Claudius Petronius Probus,Verona,0328-01-01T00:00:00Z,Point(10.992777777 45.438611111),Thessaloniki,Sextus,Claudia gens,Probus,Petronius Probinus,
Sextus Claudius Petronius Probus,Verona,0328-01-01T00:00:00Z,Point(10.992777777 45.438611111),Thessaloniki,Sextus,Petronia gens,Probus,Petronius Probinus,
Fabius Aconius Catullinus Philomathius,Rome,t2248121230,Point(12.482777777 41.893055555),,,Fabia gens,,,
Gaius Servilius Structus Ahala,ancient Rome,-0550-01-01T00:00:00Z,Point(12.48 41.89),t2119198533,Gaius,Servilia gens,Ahala,t2119198532,t2119198535
Gaius Servilius Structus Ahala,ancient Rome,-0550-01-01T00:00:00Z,Point(12.48 41.89),t2119198533,Gaius,Servilia gens,Structus,t2119198532,t2119198535
Granius Petro,ancient Rome,-0100-01-01T00:00:00Z,Point(12.48 41.89),t2232441911,t2232441909,Grania gens,Petro,t2232441912,t2232441904
Granius,ancient Rome,-0100-01-01T00:00:00Z,Point(12.48 41.89),t2232443809,t2232443814,Grania gens,,t2232443808,t2232443815
Quintus Pompeius Rufus,ancient Rome,-0200-01-01T00:00:00Z,Point(12.48 41.89),t2125890463,Quintus,Pompeia gens,,t2125890465,t2125890460
Lucius Cornelius Scipio,ancient Rome,-0196-01-01T00:00:00Z,Point(12.48 41.89),t2125935934,Lucius,Cornelia gens,,Lucius Cornelius Scipio Asiaticus,t2125935935
Quintus Pleminius,ancient Rome,-0250-01-01T00:00:00Z,Point(12.48 41.89),t2227220319,Quintus,Pleminia gens,,t2227220315,t2227220316
Marcus Nonius Macrinus,Brescia,0200-01-01T00:00:00Z,Point(10.220280555 45.538888888),Rome,Marcus,Nonia gens,Macrinus,,
Marcus Pomponius Matho,ancient Rome,-0250-01-01T00:00:00Z,Point(12.48 41.89),Rome,Marcus,Pomponia gens,,t2164170382,t2164170389
Julius Sacrovir,Gaul,-0050-01-01T00:00:00Z,Point(2.9 46.5),Autun,,,,,
Lucius Aemilius L.f. Mamercinus,ancient Rome,-0500-01-01T00:00:00Z,Point(12.48 41.89),t2119198723,Lucius,Aemilia gens,,t2119198729,t2119198718
Publius Servilius Rullus,ancient Rome,-0100-01-01T00:00:00Z,Point(12.48 41.89),t2119198738,Publius,Servilia gens,,t2119198739,t2119198740
Marcus Plautius Silvanus,Trebula Suffenas,-0200-01-01T00:00:00Z,Point(12.93777778 41.95472222),t2126197394,Marcus,Plautia gens,Silvanus,t2126197388,t2126197392
Marcus Junius Silanus,ancient Rome,-0116-01-01T00:00:00Z,Point(12.48 41.89),t2126275891,Marcus,Junia gens,Silanus,Decimus Junius Silanus,t2126275904
Irene of Rome,Rome,0300-01-01T00:00:00Z,Point(12.482777777 41.893055555),,,,,,
Saint Elian,Homs,0300-01-01T00:00:00Z,Point(36.716666666 34.733333333),,,,,,
Lucius Cornelius Scipio,Rome,-0300-01-01T00:00:00Z,Point(12.482777777 41.893055555),Rome,Lucius,Cornelia gens,Scipio,Scipio Africanus,Aemilia Tertia
Servius Sulpicius Galba,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2126279687,Servius,Sulpicia gens,,Servius Sulpicius Galba,t2126279682
Lucius Manlius Vulso,ancient Rome,-0250-01-01T00:00:00Z,Point(12.48 41.89),t2126381913,Lucius,Manlia gens,Vulso,t2126381921,t2126381907
Kaeso Quinctius Claudus,ancient Rome,-0400-01-01T00:00:00Z,Point(12.48 41.89),t2264211208,Caeso,Quinctia gens,,Lucius Quinctius,t2264211207
Maximilian,Tébessa,0274-01-01T00:00:00Z,Point(8.116666666 35.4),Tébessa,,,,,
Lucius Manlius Vulso,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2126438694,Lucius,Manlia gens,Vulso,Lucius Manlius Vulso Longus,t2126438696
Tiberius Claudius Aristocles,Pergamon,0100-01-01T00:00:00Z,Point(27.183333 39.116667),,Tiberius,Claudia gens,,,
Lucius Valerius Flaccus,Rome,-0200-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2126434864,Lucius,Valeria gens,,Lucius Valerius Flaccus,t2126434893
Quintus Poppaedius Silo,Milonia,-0100-01-01T00:00:00Z,Point(13.720611111 42.005972222),Teanum Apulum,Quintus,,,,
Quintus Fabius Maximus,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2119199196,Quintus,Fabia gens,,Quintus Fabius Maximus Verrucosus,t2119199227
Publius Porcius Laeca,ancient Rome,-0250-01-01T00:00:00Z,Point(12.48 41.89),t2164121069,Publius,Porcia gens,,t2164121078,t2164121073
Publius Cornelius Cossus,ancient Rome,-0450-01-01T00:00:00Z,Point(12.48 41.89),t2164145132,Publius,Cornelia gens,Cossus,Publius Cornelius Cossus,t2164145133
Publius Cornelius Sulla,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2211975510,Publius,Cornelia gens,,Publius Cornelius Sulla,t2211975516
Quintus Fulvius Flaccus,Rome,-0300-01-01T00:00:00Z,Point(12.482777777 41.893055555),t2126459532,Quintus,Fulvia gens,,Gnaeus Fulvius Flaccus,t2126459528
Hermas,Aquileia,0150-01-01T00:00:00Z,Point(13.366666666 45.766666666),,,,,,
Marcus Publicius Malleolus,ancient Rome,-0250-01-01T00:00:00Z,Point(12.48 41.89),t2227062145,Marcus,Publicia gens,Malleolus,t2227062149,t2227062152
Licinia,ancient Rome,-0200-01-01T00:00:00Z,Point(12.48 41.89),t2126462393,,Licinia gens,,t2126462395,t2126462397
Quintus Marcius Rex,ancient Rome,-0150-01-01T00:00:00Z,Point(12.48 41.89),t2111727890,Quintus,Marcia gens,Rex,Quintus Marcius Rex,t2111727894
Lucius Acilius,ancient Rome,-0300-01-01T00:00:00Z,Point(12.48 41.89),t2126467838,Lucius,Acilia gens,,t2126467837,t2126467835
